X,Y,FID,UnitNumber,AddressNum,StreetName,FullCivicA
-12838530.7776,6636917.7275,300,,108,EAGLE TERRACE ROAD,108 EAGLE TERRACE ROAD
-12838952.7509,6636089.5726,301,,297,GRIZZLY CRESCENT,297 GRIZZLY CRESCENT
-12840497.3467,6638180.9314,302,417,1451A,PALLISER TRAIL,417-1451A PALLISER TRAIL
-12838750.8226,6637486.3887,303,30,137,WAPITI CLOSE,30-137 WAPITI CLOSE
-12837992.7249,6632228.6058,304,116,150,CROSSBOW PLACE,116-150 CROSSBOW PLACE
-12839816.6247,6636329.2337,305,323,109,MONTANE ROAD,323-109 MONTANE ROAD
-12842012.8013,6636798.8237,306,201,814,6TH STREET,201-814 6TH STREET
-12839840.2142,6635710.3447,307,101A,306,BOW VALLEY TRAIL,101A-306 BOW VALLEY TRAIL
-12839695.3902,6635759.4608,308,408,30,LINCOLN PARK,408-30 LINCOLN PARK
-12839695.3902,6635759.4608,309,406,30,LINCOLN PARK,406-30 LINCOLN PARK
-12841690.1964,6637365.8865,310,,706,10TH STREET,706 10TH STREET
-12840559.7257,6639551.2578,311,,3,ASPEN GLEN,3 ASPEN GLEN
-12838788.5748,6636133.0444,312,,2,COUGAR COURT,2 COUGAR COURT
-12841586.43,6638428.2864,313,,1704,BOW VALLEY TRAIL,1704 BOW VALLEY TRAIL
-12841507.4055,6636868.7398,314,,621,7TH STREET,621 7TH STREET
-12841663.879,6633955.4331,315,105,10,WALKER,105-10 WALKER
-12841046.1867,6637351.5776,316,305,890,RAILWAY AVENUE           ,305-890 RAILWAY AVENUE           
-12840552.8027,6637373.2896,317,306,901,MOUNTAIN STREET,306-901 MOUNTAIN STREET
-12841346.3382,6638363.6405,318,,1600,2ND AVENUE,1600 2ND AVENUE
-12843458.1122,6636373.6482,319,,114,RUNDLE POINTE,114 RUNDLE POINTE
-12840988.4546,6638793.0987,320,,1850,PALLISER TRAIL,1850 PALLISER TRAIL
-12839160.7714,6639367.6153,321,2,149,STONECREEK ROAD,2-149 STONECREEK ROAD
-12839802.5784,6636139.9606,322,117,187,KANANASKIS WAY,117-187 KANANASKIS WAY
-12841735.8313,6639108.5563,323,115,1818,MOUNTAIN AVENUE,115-1818 MOUNTAIN AVENUE
-12839722.7384,6636167.2144,324,303,173,KANANASKIS WAY,303-173 KANANASKIS WAY
-12837546.9943,6631083.7839,325,207,75,DYRGAS GATE,207-75 DYRGAS GATE
-12840552.8027,6637373.2896,326,205,901,MOUNTAIN STREET,205-901 MOUNTAIN STREET
-12840486.044,6637410.4183,327,116,901,MOUNTAIN STREET,116-901 MOUNTAIN STREET
-12839689.8458,6636258.0148,328,204,170,KANANASKIS WAY,204-170 KANANASKIS WAY
-12839808.6222,6635938.0363,329,332,190,KANANASKIS WAY,332-190 KANANASKIS WAY
-12839988.1236,6636305.0874,330,330,101,MONTANE ROAD,330-101 MONTANE ROAD
-12838253.7139,6636118.4205,331,,538,GROTTO ROAD,538 GROTTO ROAD
-12837828.5927,6631897.5818,332,,352B,CASALE PLACE,352B CASALE PLACE
-12837366.5448,6634764.0503,333,164,105,BOW MEADOWS CRESCENT,164-105 BOW MEADOWS CRESCENT
-12843426.7243,6635965.4558,334,,106,DEER PLACE,106 DEER PLACE
-12840660.2381,6636449.7161,335,310,505,SPRING CREEK DRIVE,310-505 SPRING CREEK DRIVE
-12837992.7249,6632228.6058,336,325,150,CROSSBOW PLACE,325-150 CROSSBOW PLACE
-12841584.0391,6638895.6691,337,,1715,MOUNTAIN AVENUE,1715 MOUNTAIN AVENUE
-12841592.2154,6636458.1162,338,,636,4TH STREET,636 4TH STREET
-12841364.251,6637565.6699,339,302,1120,RAILWAY AVENUE,302-1120 RAILWAY AVENUE
-12840566.6848,6636459.3116,340,105,600,SPRING CREEK DRIVE,105-600 SPRING CREEK DRIVE
-12839988.1236,6636305.0874,341,110,101,MONTANE ROAD,110-101 MONTANE ROAD
-12842234.7929,6634625.2079,342,,176,CAREY,176 CAREY
-12840648.0238,6636149.5337,343, ,909,SPRING CREEK DRIVE,909 SPRING CREEK DRIVE
-12841046.1867,6637351.5776,344,314,890,RAILWAY AVENUE           ,314-890 RAILWAY AVENUE           
-12837207.1288,6634964.6698,345,,117,BOW MEADOWS CRESCENT,117 BOW MEADOWS CRESCENT
-12839581.2077,6635974.3493,346,109,180,KANANASKIS WAY,109-180 KANANASKIS WAY
-12838557.4583,6635470.4492,347,,151,MORAINE ROAD,151 MORAINE ROAD
-12841735.8313,6639108.5563,348,315,1818,MOUNTAIN AVENUE,315-1818 MOUNTAIN AVENUE
-12838010.0573,6637284.9856,349,,249,EAGLE TERRACE ROAD,249 EAGLE TERRACE ROAD
-12842305.3532,6633295.4852,350,,833,WILSON WAY,833 WILSON WAY
-12839581.2077,6635974.3493,351,500,180,KANANASKIS WAY,500-180 KANANASKIS WAY
-12840453.3959,6637468.3138,352,323,901,MOUNTAIN STREET,323-901 MOUNTAIN STREET
-12836226.8952,6629900.1898,353,204,105,STEWART CREEK RISE,204-105 STEWART CREEK RISE
-12838163.2415,6632082.1146,354,,225B,CASALE PLACE,225B CASALE PLACE
-12839722.7384,6636167.2144,355,,173,KANANASKIS WAY,173 KANANASKIS WAY
-12841097.2732,6637026.0964,356,,739,RAILWAY AVENUE,739 RAILWAY AVENUE
-12839808.6222,6635938.0363,357,233,190,KANANASKIS WAY,233-190 KANANASKIS WAY
-12837358.427,6630594.8912,358,316,104,ARMSTRONG PLACE,316-104 ARMSTRONG PLACE
-12843722.687,6636631.9,359,9,1065,EVERGREEN CIRCLE,9-1065 EVERGREEN CIRCLE
-12840402.2614,6639575.1646,360,6,1,ASPEN GLEN,6-1 ASPEN GLEN
-12842037.0889,6636629.1003,361,2,818,5TH STREET,2-818 5TH STREET
-12840552.8027,6637373.2896,362,211,901,MOUNTAIN STREET,211-901 MOUNTAIN STREET
-12837444.4995,6634926.4066,363,11,102,BOW MEADOWS CRESCENT,11-102 BOW MEADOWS CRESCENT
-12842645.1022,6636036.5803,364,28,100,RUNDLE DRIVE,28-100 RUNDLE DRIVE
-12841735.1448,6638674.5788,365,,1712,BOW VALLEY TRAIL,1712 BOW VALLEY TRAIL
-12838297.7326,6635890.4742,366,,499,GROTTO ROAD,499 GROTTO ROAD
-12841960.6262,6639030.026,367,124,1720,BOW VALLEY TRAIL,124-1720 BOW VALLEY TRAIL
-12836587.0187,6630769.6159,368, ,340,CASCADE DRIVE,340 CASCADE DRIVE
-12838859.7003,6635449.0422,369,,353,GROTTO ROAD,353 GROTTO ROAD
-12843716.4172,6639333.4287,370,,3,LARCH CRESCENT,3 LARCH CRESCENT
-12841614.3512,6637267.615,371,201,1000,6TH AVENUE,201-1000 6TH AVENUE
-12836202.3105,6630010.5703,372,301,106,STEWART CREEK RISE,301-106 STEWART CREEK RISE
-12840701.8755,6638630.6405,373,307,200B,PALLISER LANE,307-200B PALLISER LANE
-12836919.8333,6630006.2714,374,104,3000A,STEWART CREEK DRIVE,104-3000A STEWART CREEK DRIVE
-12840497.3467,6638180.9314,375,106,1451A,PALLISER TRAIL,106-1451A PALLISER TRAIL
-12838204.5295,6632351.4461,376,,175,CROSSBOW PLACE,175 CROSSBOW PLACE
-12837711.4669,6636254.6972,377,,28,RIDGE ROAD,28 RIDGE ROAD
-12840176.3466,6636320.0359,378,303,500        ,BOW VALLEY TRAIL         ,303-500 BOW VALLEY TRAIL         
-12840010.6064,6636809.9341,379,411,521,OLD CANMORE ROAD,411-521 OLD CANMORE ROAD
-12842251.5061,6638239.2806,380,,906B,15TH STREET,906B 15TH STREET
-12841891.6182,6638912.5523,381,80,1718,BOW VALLEY TRAIL,80-1718 BOW VALLEY TRAIL
-12842832.7382,6635932.1105,382,,241A,THREE SISTERS DRIVE,241A THREE SISTERS DRIVE
-12841564.91,6636198.2603,383,,629B,3RD STREET,629B 3RD STREET
-12835922.3869,6629807.3099,384,202G,209,STEWART CREEK RISE,202G-209 STEWART CREEK RISE
-12837992.7249,6632228.6058,385,207,150,CROSSBOW PLACE,207-150 CROSSBOW PLACE
-12839770.7394,6636508.1496,386,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12838992.373,6639434.0316,387,,140,STONECREEK ROAD,140 STONECREEK ROAD
-12837760.796,6630905.7354,388,,206,RIVA HEIGHTS,206 RIVA HEIGHTS
-12839837.6129,6636014.8625,389,404,191,KANANASKIS WAY,404-191 KANANASKIS WAY
-12839802.5784,6636139.9606,390,301,187,KANANASKIS WAY,301-187 KANANASKIS WAY
-12840580.2806,6637448.0058,391,109,1151,SIDNEY STREET,109-1151 SIDNEY STREET
-12840765.431,6637306.372,392,208,1102,BOW VALLEY TRAIL,208-1102 BOW VALLEY TRAIL
-12842013.0306,6636289.1795,393,5,814,3RD STREET,5-814 3RD STREET
-12836202.3105,6630010.5703,394,314,106,STEWART CREEK RISE,314-106 STEWART CREEK RISE
-12841364.251,6637565.6699,395,,1120,RAILWAY AVENUE,1120 RAILWAY AVENUE
-12842011.9934,6639096.1632,396,102,1720,BOW VALLEY TRAIL,102-1720 BOW VALLEY TRAIL
-12841700.3132,6637726.4865,397,8,1225,RAILWAY AVENUE,8-1225 RAILWAY AVENUE
-12837216.9264,6634763.7697,398,112,109,BOW MEADOWS CRESCENT,112-109 BOW MEADOWS CRESCENT
-12840500.8128,6639617.3243,399,2,2,ASPEN GLEN,2-2 ASPEN GLEN
-12840580.2806,6637448.0058,400,,1151,SIDNEY STREET,1151 SIDNEY STREET
-12838204.5295,6632351.4461,401,205,175,CROSSBOW PLACE,205-175 CROSSBOW PLACE
-12843282.6627,6639033.4564,402,,1114,LARCH PLACE,1114 LARCH PLACE
-12840753.9757,6638683.316,403,103,200C,PALLISER LANE,103-200C PALLISER LANE
-12837578.8893,6635557.7394,404,114,115,ELK RUN BOULEVARD,114-115 ELK RUN BOULEVARD
-12839689.8458,6636258.0148,405,220,170,KANANASKIS WAY,220-170 KANANASKIS WAY
-12840453.3959,6637468.3138,406,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12836919.8333,6630006.2714,407,PRKG,3000,STEWART CREEK DRIVE,PRKG-3000 STEWART CREEK DRIVE
-12840653.2484,6636330.009,408,204,707,SPRING CREEK DRIVE,204-707 SPRING CREEK DRIVE
-12840107.8348,6636639.376,409,208,104,KANANASKIS WAY,208-104 KANANASKIS WAY
-12841092.5122,6635880.8677,410,,441,1ST STREET,441 1ST STREET
-12839586.8017,6636126.6191,411,,176,KANANASKIS WAY,176 KANANASKIS WAY
-12837873.9412,6631937.3475,412,,340,CASALE PLACE,340 CASALE PLACE
-12838300.6004,6638664.473,413,,553,SILVERTIP ROAD,553 SILVERTIP ROAD
-12842385.1248,6633420.6217,414,,22,SHELLIAN LANE,22 SHELLIAN LANE
-12840660.2381,6636449.7161,415,308,505,SPRING CREEK DRIVE,308-505 SPRING CREEK DRIVE
-12840057.1904,6640163.6156,416,,2500C,SILVERTIP TRAIL,2500C SILVERTIP TRAIL
-12839082.6784,6636646.4511,417,,208,TRAPPER RISE,208 TRAPPER RISE
-12839769.475,6636416.4521,418,157,160,KANANASKIS WAY,157-160 KANANASKIS WAY
-12840079.4596,6636470.788,419,203,113,KANANASKIS WAY,203-113 KANANASKIS WAY
-12836059.1804,6629654.1803,420,,446,STEWART CREEK CLOSE,446 STEWART CREEK CLOSE
-12842120.0445,6637271.3172,421,,1002,8TH AVENUE,1002 8TH AVENUE
-12839722.7384,6636167.2144,422,307,173,KANANASKIS WAY,307-173 KANANASKIS WAY
-12838405.8076,6636331.045,423,,148,COYOTE WAY,148 COYOTE WAY
-12841891.6182,6638912.5523,424,105,1718,BOW VALLEY TRAIL,105-1718 BOW VALLEY TRAIL
-12843161.6696,6638546.6522,425,204,1214,17TH STREET,204-1214 17TH STREET
-12841657.5999,6637268.6385,426,217,1001,6TH AVENUE,217-1001 6TH AVENUE
-12839453.2819,6636808.5392,427,,110,COUGAR POINT ROAD,110 COUGAR POINT ROAD
-12842775.2173,6635808.356,428,,231,THREE SISTERS DRIVE,231 THREE SISTERS DRIVE
-12839646.732,6635924.3203,429,4,186,KANANASKIS WAY,4-186 KANANASKIS WAY
-12838586.1705,6638058.9681,430,,440,MOUNTAIN TRANQUILITY PL.,440 MOUNTAIN TRANQUILITY PL.
-12840453.3959,6637468.3138,431,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12837546.5788,6635018.5318,432,4,106,ELK RUN BOULEVARD,4-106 ELK RUN BOULEVARD
-12836711.0793,6629823.1852,433,109,110,STEWART CREEK LANDING,109-110 STEWART CREEK LANDING
-12839995.3349,6636550.4704,434,203,121,KANANASKIS WAY,203-121 KANANASKIS WAY
-12837567.6616,6631223.0894,435,101,125G,DYRGAS LANE,101-125G DYRGAS LANE
-12839689.8458,6636258.0148,436,316,170,KANANASKIS WAY,316-170 KANANASKIS WAY
-12839436.9057,6636705.9718,437,309,1080C,COUGAR CREEK DRIVE,309-1080C COUGAR CREEK DRIVE
-12840583.4569,6637007.9388,438,101,712,BOW VALLEY TRAIL,101-712 BOW VALLEY TRAIL
-12840908.5937,6638715.2727,439,,300,PALLISER LANE,300 PALLISER LANE
-12840829.4162,6638741.9531,440,,300,PALLISER LANE,300 PALLISER LANE
-12836413.1666,6629787.4159,441,106J,1101,THREE SISTERS PARKWAY,106J-1101 THREE SISTERS PARKWAY
-12841735.8313,6639108.5563,442,222,1818,MOUNTAIN AVENUE,222-1818 MOUNTAIN AVENUE
-12839695.3902,6635759.4608,444,423,30,LINCOLN PARK,423-30 LINCOLN PARK
-12841940.1613,6636872.421,445,,801,7TH STREET,801 7TH STREET
-12841977.4904,6637780.148,446,,805,13TH STREET,805 13TH STREET
-12840538.4667,6636215.1736,447,407A,1012,SPRING CREEK DRIVE,407A-1012 SPRING CREEK DRIVE
-12838809.1025,6635858.0373,448,,244,GRIZZLY CRESCENT,244 GRIZZLY CRESCENT
-12841046.1867,6637351.5776,449,316,890,RAILWAY AVENUE           ,316-890 RAILWAY AVENUE           
-12838025.3026,6637027.9757,450,31,300,EAGLE TERRACE ROAD,31-300 EAGLE TERRACE ROAD
-12838204.5295,6632351.4461,451,107,175,CROSSBOW PLACE,107-175 CROSSBOW PLACE
-12841610.1265,6636871.5671,452,,637,7TH STREET,637 7TH STREET
-12836387.3764,6630076.0947,453,702,102,STEWART CREEK RISE,702-102 STEWART CREEK RISE
-12840994.0163,6638279.0855,454,,113B,15TH STREET,113B 15TH STREET
-12842336.9882,6635770.3536,455,,2,RUNDLE GREEN,2 RUNDLE GREEN
-12842228.0022,6636865.2701,456,,614,8TH AVENUE,614 8TH AVENUE
-12837890.6634,6632046.7171,457,,325,CASALE PLACE,325 CASALE PLACE
-12840570.4553,6636333.9421,458,PRKG,808,SPRING CREEK DRIVE,PRKG-808 SPRING CREEK DRIVE
-12839695.3902,6635759.4608,459,413,30,LINCOLN PARK,413-30 LINCOLN PARK
-12843096.6805,6635920.1221,460,16,1022,RUNDLEVIEW DRIVE,16-1022 RUNDLEVIEW DRIVE
-12842157.545,6638038.1462,461,,838,14TH STREET,838 14TH STREET
-12842367.1781,6633445.5021,462,,18,SHELLIAN LANE,18 SHELLIAN LANE
-12839517.4261,6636933.499,463,,204,COUGAR POINT ROAD,204 COUGAR POINT ROAD
-12837546.5788,6635018.5318,464,5,106,ELK RUN BOULEVARD,5-106 ELK RUN BOULEVARD
-12840010.6064,6636809.9341,465,204,521,OLD CANMORE ROAD,204-521 OLD CANMORE ROAD
-12842275.0392,6636711.2963,466, ,511,RIVER ROAD,511 RIVER ROAD
-12842864.1628,6633762.9414,467,,954A,LAWRENCE GRASSI RIDGE,954A LAWRENCE GRASSI RIDGE
-12839081.2066,6639445.6306,468,,150,STONECREEK ROAD,150 STONECREEK ROAD
-12841902.4989,6638292.7982,469,,15,PINEWOOD CRESCENT,15 PINEWOOD CRESCENT
-12839808.6222,6635938.0363,470,102,190,KANANASKIS WAY,102-190 KANANASKIS WAY
-12839722.7384,6636167.2144,471,,173,KANANASKIS WAY,173 KANANASKIS WAY
-12840908.5937,6638715.2727,472,403,300,PALLISER LANE,403-300 PALLISER LANE
-12837578.8893,6635557.7394,473,207,115,ELK RUN BOULEVARD,207-115 ELK RUN BOULEVARD
-12837430.0268,6630342.8054,474,1004,109,ARMSTRONG PLACE,1004-109 ARMSTRONG PLACE
-12841891.6182,6638912.5523,475,124,1718,BOW VALLEY TRAIL,124-1718 BOW VALLEY TRAIL
-12841762.8729,6637270.0141,476,,717,10TH STREET,717 10TH STREET
-12838007.681,6636926.596,477,,10,EAGLE LANDING,10 EAGLE LANDING
-12841753.8772,6634786.8562,478,,13,PROSPECT HEIGHTS,13 PROSPECT HEIGHTS
-12843166.2757,6636562.7242,479,,290B,THREE SISTERS DRIVE,290B THREE SISTERS DRIVE
-12839722.7384,6636167.2144,480,411,173,KANANASKIS WAY,411-173 KANANASKIS WAY
-12841444.7752,6636538.1707,481,,609A,5TH STREET,609A 5TH STREET
-12841443.8785,6637679.6799,482,205,1160,RAILWAY AVENUE,205-1160 RAILWAY AVENUE
-12837837.3391,6636651.9084,483,,8,CANYON PLACE,8 CANYON PLACE
-12839570.8925,6637011.925,484,,208,COUGAR POINT ROAD,208 COUGAR POINT ROAD
-12839837.6129,6636014.8625,485,,191,KANANASKIS WAY,191 KANANASKIS WAY
-12839305.9659,6636365.6193,486,,312A,HOODOO CRESCENT,312A HOODOO CRESCENT
-12839297.2065,6637755.4148,487,,223,BENCHLANDS TERRACE,223 BENCHLANDS TERRACE
-12841724.7434,6634612.6635,488,,1,PROSPECT CLOSE,1 PROSPECT CLOSE
-12839837.6129,6636014.8625,489,211,191,KANANASKIS WAY,211-191 KANANASKIS WAY
-12841026.9691,6637634.4945,490,5A,1306,BOW VALLEY TRAIL,5A-1306 BOW VALLEY TRAIL
-12840552.8027,6637373.2896,491,203,901,MOUNTAIN STREET,203-901 MOUNTAIN STREET
-12842036.9859,6636798.9003,492,,818,6TH STREET,818 6TH STREET
-12839586.8017,6636126.6191,493,202,176,KANANASKIS WAY,202-176 KANANASKIS WAY
-12839837.6129,6636014.8625,494,311,191,KANANASKIS WAY,311-191 KANANASKIS WAY
-12841835.8617,6636362.5052,495,3,729,4TH STREET,3-729 4TH STREET
-12841989.949,6636716.11,496,3,809,6TH STREET,3-809 6TH STREET
-12839769.475,6636416.4521,497,136,160,KANANASKIS WAY,136-160 KANANASKIS WAY
-12839769.475,6636416.4521,498,380,160,KANANASKIS WAY,380-160 KANANASKIS WAY
-12838851.656,6635426.8609,499,,349,GROTTO ROAD,349 GROTTO ROAD
-12841046.1867,6637351.5776,500,204,890,RAILWAY AVENUE           ,204-890 RAILWAY AVENUE           
-12842381.5779,6633597.469,501,,866,LAWRENCE GRASSI RIDGE,866 LAWRENCE GRASSI RIDGE
-12841964.5777,6636193.3794,502,,805,3RD STREET,805 3RD STREET
-12841011.5256,6637854.6376,503,1,1212,2ND AVENUE,1-1212 2ND AVENUE
-12843478.573,6636394.2201,504,,115,RUNDLE POINTE,115 RUNDLE POINTE
-12838644.4263,6637731.5796,505,,218,EAGLE POINT,218 EAGLE POINT
-12842868.4005,6637887.3144,506,,1114,13TH STREET,1114 13TH STREET
-12837992.7249,6632228.6058,507,,150,CROSSBOW PLACE,150 CROSSBOW PLACE
-12841811.7292,6636288.6777,508,3,726,3RD STREET,3-726 3RD STREET
-12836829.9733,6629944.0417,509,,3000C,STEWART CREEK DRIVE,3000C STEWART CREEK DRIVE
-12840453.3959,6637468.3138,510,333,901,MOUNTAIN STREET,333-901 MOUNTAIN STREET
-12838185.0356,6630898.3337,511,,162,HUBMAN LANDING,162 HUBMAN LANDING
-12840570.4553,6636333.9421,512,236,808,SPRING CREEK DRIVE,236-808 SPRING CREEK DRIVE
-12837448.4549,6630480.0035,513,113,107,ARMSTRONG PLACE,113-107 ARMSTRONG PLACE
-12840559.7257,6639551.2578,514,100,3,ASPEN GLEN,100-3 ASPEN GLEN
-12842120.0445,6637271.3172,515,314,1002,8TH AVENUE,314-1002 8TH AVENUE
-12841215.105,6633949.1835,516,159A,159,MORRIS,159A-159 MORRIS
-12839097.7376,6636715.0236,517,,111,SETTLER WAY,111 SETTLER WAY
-12837826.4713,6630965.3176,518,,213,RIVA HEIGHTS,213 RIVA HEIGHTS
-12843755.9428,6639677.8276,519,,907,LARCH PLACE,907 LARCH PLACE
-12841364.251,6637565.6699,520,205,1120,RAILWAY AVENUE,205-1120 RAILWAY AVENUE
-12841443.8785,6637679.6799,521,308,1160,RAILWAY AVENUE,308-1160 RAILWAY AVENUE
-12840122.9884,6636464.7187,522,205,109,KANANASKIS WAY,205-109 KANANASKIS WAY
-12837364.571,6630413.7307,523,313,107,ARMSTRONG PLACE,313-107 ARMSTRONG PLACE
-12839166.6873,6636892.1305,524,102,7,BLACKROCK CRESCENT,102-7 BLACKROCK CRESCENT
-12842800.4935,6636687.0997,525,,144,RUNDLE CRESCENT,144 RUNDLE CRESCENT
-12842226.1963,6636896.9875,526,,620,8TH AVENUE,620 8TH AVENUE
-12840280.3951,6636003.3353,527,,107,SPRING CREEK LANE,107 SPRING CREEK LANE
-12838760.0249,6635614.6239,528,,404,GROTTO ROAD,404 GROTTO ROAD
-12837516.8151,6631442.9947,529,208,100C,DYRGAS LANE,208-100C DYRGAS LANE
-12839220.8703,6636195.0391,530,,326,HOODOO CRESCENT,326 HOODOO CRESCENT
-12836202.3105,6630010.5703,531,114,106,STEWART CREEK RISE,114-106 STEWART CREEK RISE
-12840453.3959,6637468.3138,532,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12837480.8908,6630901.9795,533,405,70,DYRGAS GATE,405-70 DYRGAS GATE
-12842708.8954,6633578.1211,534,,968,WILSON WAY,968 WILSON WAY
-12842298.7322,6638114.7955,535,,913,15TH STREET,913 15TH STREET
-12838204.5295,6632351.4461,536,310,175,CROSSBOW PLACE,310-175 CROSSBOW PLACE
-12836873.3752,6629977.3582,537,,3000B,STEWART CREEK DRIVE,3000B STEWART CREEK DRIVE
-12842013.0306,6636289.1795,538,,814,3RD STREET,814 3RD STREET
-12837494.5166,6635779.5365,539,5,200,ELK RUN BOULEVARD,5-200 ELK RUN BOULEVARD
-12842832.4046,6633669.6584,540,,955,LAWRENCE GRASSI RIDGE,955 LAWRENCE GRASSI RIDGE
-12837809.6463,6636284.5355,541,,21,RIDGE ROAD,21 RIDGE ROAD
-12842658.0077,6636381.4149,542,4,164,RUNDLE DRIVE,4-164 RUNDLE DRIVE
-12837338.6336,6635069.2888,543,2,127,BOW MEADOWS CRESCENT,2-127 BOW MEADOWS CRESCENT
-12836325.5594,6629772.5227,544,104F,1101,THREE SISTERS PARKWAY,104F-1101 THREE SISTERS PARKWAY
-12840032.068,6636706.8783,545,107,112,KANANASKIS WAY,107-112 KANANASKIS WAY
-12839802.5784,6636139.9606,546,112,187,KANANASKIS WAY,112-187 KANANASKIS WAY
-12836832.3607,6630163.2265,547,204,2100A,STEWART CREEK DRIVE,204-2100A STEWART CREEK DRIVE
-12840570.4553,6636333.9421,548,239,808,SPRING CREEK DRIVE,239-808 SPRING CREEK DRIVE
-12839570.218,6635739.671,549,101,56,LINCOLN PARK,101-56 LINCOLN PARK
-12837642.4159,6631049.3828,550,1004,70,DYRGAS GATE,1004-70 DYRGAS GATE
-12840378.7817,6639632.7493,551,109,13,ASPEN GLEN,109-13 ASPEN GLEN
-12836571.8969,6629917.275,552,304,106,STEWART CREEK LANDING,304-106 STEWART CREEK LANDING
-12840570.9989,6639711.649,553,,7,ASPEN GLEN,7 ASPEN GLEN
-12842200.8048,6637606.7042,554,,1,MOUNT RUNDLE PLACE,1 MOUNT RUNDLE PLACE
-12841735.7982,6637279.6318,555,,711,10TH STREET,711 10TH STREET
-12839586.8017,6636126.6191,556,106,176,KANANASKIS WAY,106-176 KANANASKIS WAY
-12838502.948,6635461.9479,557,,135,MORAINE ROAD,135 MORAINE ROAD
-12841645.5751,6639004.7058,558,208,1717A      ,MOUNTAIN AVENUE          ,208-1717A MOUNTAIN AVENUE
-12835992.4505,6629788.0669,559,203G,1200,THREE SISTERS PARKWAY,203G-1200 THREE SISTERS PARKWAY
-12840973.1825,6637787.1293,560,,1206B,2ND AVENUE,1206B 2ND AVENUE
-12841778.8705,6633983.3615,561,,1,WALKER,1 WALKER
-12842036.8667,6637780.3894,562,,813,13TH STREET,813 13TH STREET
-12836728.7562,6629991.867,563,1205,101A,STEWART CREEK LANDING,1205-101A STEWART CREEK LANDING
-12840375.7316,6636688.9245,564,,516,BOW VALLEY TRAIL,516 BOW VALLEY TRAIL
-12842697.3759,6636048.6707,565,221,200,THREE SISTERS DRIVE,221-200 THREE SISTERS DRIVE
-12837992.7249,6632228.6058,566,,150,CROSSBOW PLACE,150 CROSSBOW PLACE
-12839769.475,6636416.4521,567,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12842573.9985,6638041.3527,568,,1010,14TH STREET,1010 14TH STREET
-12841700.3132,6637726.4865,569,6,1225,RAILWAY AVENUE,6-1225 RAILWAY AVENUE
-12839816.6247,6636329.2337,570,331,109,MONTANE ROAD,331-109 MONTANE ROAD
-12840578.5982,6635994.3398,571,302,1315,SPRING CREEK GATE,302-1315 SPRING CREEK GATE
-12843793.0208,6636467.8038,572,,106,SQUIRREL CRESCENT,106 SQUIRREL CRESCENT
-12837358.6345,6630277.4042,573,901,109,ARMSTRONG PLACE,901-109 ARMSTRONG PLACE
-12841969.7458,6636528.0682,574,4,805,5TH STREET,4-805 5TH STREET
-12839769.475,6636416.4521,575,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12836873.3752,6629977.3582,576,PRKG,3000B,STEWART CREEK DRIVE,PRKG-3000B STEWART CREEK DRIVE
-12839646.732,6635924.3203,577,112,186,KANANASKIS WAY,112-186 KANANASKIS WAY
-12843224.7265,6638545.4735,578,104,1224,17TH STREET,104-1224 17TH STREET
-12843172.429,6633865.4452,579,,1033,LAWRENCE GRASSI RIDGE,1033 LAWRENCE GRASSI RIDGE
-12838695.9849,6635566.7676,580,,197,MORAINE ROAD,197 MORAINE ROAD
-12841735.8313,6639108.5563,581,213,1818,MOUNTAIN AVENUE,213-1818 MOUNTAIN AVENUE
-12840829.4162,6638741.9531,582,,300,PALLISER LANE,300 PALLISER LANE
-12837396.24,6630667.5963,583,212,104,ARMSTRONG PLACE,212-104 ARMSTRONG PLACE
-12842876.012,6636004.7521,584,,247,THREE SISTERS DRIVE,247 THREE SISTERS DRIVE
-12837964.7645,6631452.2053,585,,112,DYRGAS GATE,112 DYRGAS GATE
-12837863.7393,6631820.0353,586,,105,CASALE PLACE,105 CASALE PLACE
-12842529.9954,6635964.8678,587,3,103,RUNDLE DRIVE,3-103 RUNDLE DRIVE
-12840829.4162,6638741.9531,588,112,300,PALLISER LANE,112-300 PALLISER LANE
-12841891.6182,6638912.5523,589,108,1718,BOW VALLEY TRAIL,108-1718 BOW VALLEY TRAIL
-12840744.0311,6637226.5097,590,,1002,BOW VALLEY TRAIL,1002 BOW VALLEY TRAIL
-12837900.9961,6635885.6816,591,,334,CANYON CLOSE,334 CANYON CLOSE
-12841511.8468,6634096.892,592,,138,MORRIS,138 MORRIS
-12836648.6855,6629912.905,593,119,106,STEWART CREEK LANDING,119-106 STEWART CREEK LANDING
-12837358.427,6630594.8912,594,322,104,ARMSTRONG PLACE,322-104 ARMSTRONG PLACE
-12841835.9145,6636288.716,595,2,730,3RD STREET,2-730 3RD STREET
-12842120.0445,6637271.3172,596,207,1002,8TH AVENUE,207-1002 8TH AVENUE
-12841961.1018,6637933.0563,597,,805,14TH STREET,805 14TH STREET
-12839586.8017,6636126.6191,598,,176,KANANASKIS WAY,176 KANANASKIS WAY
